cruises,Julian,Lon,Lat,Ps.nitzschia.delicatissima,Ps.nitzschia.seriata,Leptocylindricus.minimus,Leptocylindricus.danicus,Leptocylindricus.mediterraneus,Porosira,Dactyliosolen,Proboscia,Rhizosolenia.hebetata,Rhizosolenia.styliformis,Rhizosolenia.setigera,Thalasiossira,Thalassiossira.anguste.lineata,Thalasiossira.nordenskioeldii,Thalasiossira.rotula,Cylindrotheca,Chaetocerous.subtilis,Chaetocerous.socialis,Chaetocerous.debilis.curvisetus,Chaetocerous.furcaletta,Chaetocerous.mitra,Chaeotocerous..coastal.,Chaeotocerous..oceanic.,Plagiotropis,Corethron,Coscinodiscus,Bacteriastrum,Brockmanniella,Eucampia,Centric..20um,Navicula.pelagica,Navicula,Thallassionema,Synedropsis,Licmophora,Fragillariopsis,Melosira,Bacillaria,Skeletonema,Attheya,Paralia,Nitzchia.frigida,Entomoneis,Guinardia.striata,Pleurosigma.Gyrosigma,Fossula.sp.,Entomonies.sp.,Ceratulina,Detenola,Odontella.sp.,Syndrea,Ceratium.fusus,Ceratium.furca,Ceratium.Longipes,Ceratium.Tripos,Dinophysis.acuta,Dinophysis.rotundata,Dinophysis.norvegica,Dinophysis.sp.,Alexandrium.tamarense,Alexandrium.sp,Prorocentrum.minimum,P.micans,Peridinium.sp,Protoperidinium.stenii,Protoperidinium.depressum,Protoperidinium.granii,Protoperidinium.bipes,Protoperidinium.brevie,Protoperidinium.sp,Gonyaulax.sp,Scrippsiella,Heterocapsa,Karenia.mikimotii,Gymnodinium..20um,Gymnodinium..20um.1,Gyrodinium..20um,Gyrodinium..20um.1,Gyrodinium.lachryma,Gyrodinium.spirale,Gyrodinium.fusiforme,Oxytoxum,Katodinium,Azadinium.type,Sillica.Flagellate,Protoceratium.reticulatim,Torodinium,Amphidinium,Micracthatinium,Pronoctiluca.pelagica,Karlodinium,Fragilidinium,Diplopsalis,Large.unknown...unarmoured.dino,Strombidium..50um,Strombidium..50um.1,Laboea,Mesodinium,Lohmaniella,Tinntinid,Leegardiella,Certostrombidium,Didium,Strobilidium,Holotrich,Broken,Small_PNAN_per_ml,Big_PNAN_per_ml,Small_HNAN_per_ml,Big_HNAN_per_ml
Summer_2017,198,30.00034,74.46658,3600,100,12640,0,0,0,0,0,20,0,0,4120,0,0,0,9000,0,0,0,0,0,50920,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,100,0,60,1020,240,3400,0,300,240,140,280,20,0,1440,0,2540,0,0,60,140,40,120,0,0,0,0,100,0,20,20,100,0,60,0,80,40,20,580,520,520,1740,3140,60,200,420,0,40,0,0,1660,3228.12256664292,1003.66142580228,2312.52278036415,31.3644195563213
Summer_2017,211,30.287,76.4994,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,160,0,560,0,60,20,0,20,40,0,140,0,2360,0,0,240,80,180,40,0,0,0,40,180,100,0,0,0,0,40,0,40,0,0,820,7600,120,140,520,0,40,140,0,0,0,0,500,1406.5735847181,680.366639606355,301.580957272321,20.5075050945178
Summer_2017,200,30.00076,78.21434,40,0,0,0,0,0,0,0,40,0,0,40,0,0,0,260,0,0,0,0,0,15080,0,0,0,0,0,120,180,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,220,0,0,0,20,0,200,0,100,0,0,300,60,40,400,180,120,0,0,200,0,0,0,0,0,0,0,0,0,0,140,2740,0,60,360,100,60,0,0,0,0,0,140,1156.86455209662,2802.2902549744,387.22994913766,849.251975678855
Summer_2017,203,29.91598,80.1521,160,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,420,0,0,180,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,280,0,10680,0,0,0,1280,0,840,0,2600,2020,0,1780,820,340,80,660,20,0,0,200,200,180,0,20,20,120,0,0,140,0,0,6800,60,0,380,320,420,260,0,0,0,0,240,3019.42854421047,302.78728110141,241.264765817857,6.03161914544641
Summer_2017,206,29.5065,81.4018,79594.6153846154,120,0,0,0,0,0,0,0,0,0,124167.6,0,0,0,1660,0,0,0,0,0,260539.707692308,0,0,0,0,0,0,60,0,0,180,720,160,0,59000,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,200,0,1440,100,0,0,220,0,740,0,380,320,0,260,640,120,240,340,100,0,260,340,0,260,0,0,80,260,20,560,0,0,1940,360,20,0,40,220,40,100,0,60,80,0,260,2661.15036697096,9458.78514388906,800.999022515284,42.2213340181249
Summer_2017,217,19.25012,72.63304,70361.64,48747.28,0,0,0,0,0,80,20,0,0,480,0,0,0,20,820,0,120,0,0,0,0,120,400,0,0,0,100,220,0,980,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,660,0,620,0,0,0,80,0,60,0,40,0,0,7520,60,240,20,0,140,0,0,300,460,0,0,60,0,100,0,0,0,0,0,940,20,0,0,40,40,400,0,0,0,0,480,6200.50448151891,1193.0542669693,1316.09929753641,71.1731059162677
Summer_2017,216,18.16632,74.36648,2380,600,40,0,0,0,0,40,0,0,0,240,140,0,0,260,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,100,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,420,0,0,0,80,0,140,0,620,0,20,1700,340,240,100,140,180,0,0,320,400,0,0,20,0,60,0,0,0,0,0,860,80,440,460,240,0,40,0,0,40,0,700,2470.55120197485,482.529531635713,1089.31041766762,32.5707433854106
Summer_2017,215,16.83342,76.0001,17800,0,60,0,0,0,0,20,40,320,0,100,0,0,0,20,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,11600,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,80,0,0,0,80,0,0,0,20,20,0,1160,60,360,40,0,40,0,0,100,640,0,0,60,0,80,100,0,0,0,0,300,60,100,0,0,20,60,0,0,20,0,80,1972.33946056098,329.326405341374,430.657606984874,38.602362530857
Summer_2017,196,26.00176,75.50024,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,160,60,0,0,200,0,0,360,0,0,320,0,8240,0,0,120,80,0,60,160,60,0,0,340,140,0,0,200,0,20,0,0,40,100,280,1020,1020,1000,580,0,200,780,60,0,0,0,700,4808.40678274988,586.273380937391,612.812505177356,37.3960387017677
Summer_2017,211,30.287,76.4994,69671.82,0,21160,60,0,0,0,40,0,0,0,0,2300,22760,0,1800,0,0,220,0,0,600,140,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,260,0,0,120,0,220,0,0,20,0,0,240,300,0,0,60,40,20,40,0,0,20,40,240,300,40,280,0,60,200,0,40,60,0,380,505.449684388409,60.3161914544641,1027.78790238407,9.65059063271426
